Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,V TAT,C TAT,Cancelled Rides by Customer,Cancelled Rides by Driver,Incomplete Rides,Incomplete Rides Reason,Booking Value,Payment Method,Ride Distance,Driver Ratings,Customer Rating
04-02-2024,23:57,CNR3855565030,Success,CUST24032,Prime Sedan,Location 33,Location 19,6.1,9.6,NAN,NAN,NAN,NAN,124.89,Wallet,18.2,3.5,3.1
26-02-2024,22:31,CNR3380023125,Success,CUST55067,Prime Sedan,Location 1,Location 41,3.1,8.2,NAN,NAN,NAN,NAN,182.93,Wallet,7.9,4.6,3
07-02-2024,04:02,CNR4080604337,Success,CUST41586,Mini,Location 26,Location 5,7.2,6.1,NAN,NAN,NAN,NAN,126.62,UPI,9.5,3,4.1
27-02-2024,04:18,CNR6923118950,Success,CUST33844,Prime SUV,Location 27,Location 50,6.7,5.2,NAN,NAN,NAN,NAN,55.51,UPI,18.7,3.4,3.4
14-02-2024,14:18,CNR4831313687,Success,CUST28225,Mini,Location 48,Location 42,4.4,4.1,NAN,NAN,NAN,NAN,445.43,UPI,8.5,4,3.3
20-02-2024,04:39,CNR5343178914,Cancelled by Driver,CUST60320,Prime Sedan,Location 27,Location 15,NAN,NAN,NAN,The customer was coughing/sick,NAN,NAN,NAN,NAN,NAN,NAN,NAN
01-02-2024,06:29,CNR1486437264,Success,CUST30968,Auto,Location 11,Location 14,3.7,4.9,NAN,NAN,NAN,NAN,1385.8,Wallet,24.6,4.1,4.2
14-02-2024,09:11,CNR8639585805,Success,CUST46088,Prime Plus,Location 34,Location 16,9.2,7.5,NAN,NAN,NAN,NAN,177.83,Wallet,23.2,3.3,3.8
11-02-2024,17:57,CNR4181487800,Success,CUST55013,Prime SUV,Location 4,Location 38,6.6,11.1,NAN,NAN,NAN,NAN,607.32,Card,17.5,3.9,4.8
23-02-2024,23:15,CNR2378155149,Success,CUST74567,Mini,Location 49,Location 44,3.5,7.2,NAN,NAN,NAN,NAN,489.77,Wallet,4.8,4.9,3.1
21-02-2024,00:54,CNR2485500633,Success,CUST33446,Prime Plus,Location 19,Location 32,7.6,10.8,NAN,NAN,NAN,NAN,324.77,Wallet,3.5,3.5,3.4
18-02-2024,10:04,CNR5333054674,Cancelled by Driver,CUST98974,Mini,Location 13,Location 35,NAN,NAN,NAN,The customer was coughing/sick,NAN,NAN,NAN,NAN,NAN,NAN,NAN
07-02-2024,02:21,CNR2856587387,Success,CUST46177,Prime Plus,Location 30,Location 21,9.1,8.7,NAN,NAN,NAN,NAN,245.13,Cash,23.2,3.2,3.8
20-02-2024,11:31,CNR3747147989,Success,CUST71546,Bike,Location 48,Location 19,4.8,8.3,NAN,NAN,NAN,NAN,98.04,Cash,6.9,4.9,4.3
09-02-2024,09:32,CNR1811159202,Success,CUST62802,Bike,Location 30,Location 12,5,9.5,NAN,NAN,NAN,NAN,443.41,UPI,24.9,5,4.7
25-02-2024,07:47,CNR2523222822,Incomplete,CUST39177,Prime Plus,Location 37,Location 19,NAN,NAN,NAN,NAN,Yes,Customer Demand,NAN,NAN,NAN,NAN,NAN
07-02-2024,06:23,CNR2608073252,Success,CUST68622,Bike,Location 33,Location 26,9.7,10.7,NAN,NAN,NAN,NAN,383.29,UPI,14.3,3.1,4.7
19-02-2024,05:55,CNR2387330797,Success,CUST67647,Auto,Location 48,Location 15,1.5,8.7,NAN,NAN,NAN,NAN,319.47,UPI,21.9,3.7,3.3
25-02-2024,03:22,CNR5546345739,Success,CUST21909,Auto,Location 2,Location 20,6,8.3,NAN,NAN,NAN,NAN,1623.53,Card,4,3.5,3.4
19-02-2024,13:07,CNR7039859509,Cancelled by Driver,CUST91961,Prime Sedan,Location 12,Location 29,NAN,NAN,NAN,More than permitted people in there,NAN,NAN,NAN,NAN,NAN,NAN,NAN
07-02-2024,09:45,CNR1618865416,Success,CUST95607,Prime Plus,Location 47,Location 29,3.4,6.4,NAN,NAN,NAN,NAN,122.15,Card,13.5,4.1,4.2
13-02-2024,07:20,CNR5428984268,Success,CUST25130,Prime SUV,Location 35,Location 7,4.4,8.8,NAN,NAN,NAN,NAN,95.47,Card,6.1,4.6,3.6
12-02-2024,13:49,CNR9119122940,Success,CUST34641,Bike,Location 13,Location 26,5.5,9.7,NAN,NAN,NAN,NAN,109.38,Wallet,15.8,4.8,4.3
05-02-2024,02:22,CNR1120961464,Success,CUST14584,Mini,Location 41,Location 28,4.8,11.6,NAN,NAN,NAN,NAN,2048.41,UPI,21.1,4.4,4.7
20-02-2024,18:06,CNR2633523813,Success,CUST12259,Auto,Location 4,Location 19,3.8,2.7,NAN,NAN,NAN,NAN,306.61,UPI,11.2,4.2,3.4
15-02-2024,03:25,CNR2324107021,Success,CUST74119,Mini,Location 12,Location 20,4.1,2.5,NAN,NAN,NAN,NAN,283.07,UPI,15.2,4.7,3.8
18-02-2024,09:00,CNR9200976231,Success,CUST17520,Prime SUV,Location 34,Location 38,9.2,14.3,NAN,NAN,NAN,NAN,255.89,Card,16.2,3.4,3.5
05-02-2024,20:25,CNR3423260864,Success,CUST13228,Mini,Location 48,Location 14,1.6,13.2,NAN,NAN,NAN,NAN,166.78,Wallet,4.8,3.1,3.4
19-02-2024,18:32,CNR6952918236,Success,CUST62897,Auto,Location 21,Location 14,3.7,1.8,NAN,NAN,NAN,NAN,339.09,Wallet,7.7,3,3.6
26-02-2024,08:14,CNR3399840933,Success,CUST98839,eBike,Location 3,Location 20,5.2,8.5,NAN,NAN,NAN,NAN,59.14,Card,18.4,3.2,4.5
16-02-2024,16:01,CNR9722785495,Success,CUST29620,Prime Sedan,Location 44,Location 8,5.3,7.5,NAN,NAN,NAN,NAN,2822.69,UPI,1.3,4.6,4.5
11-02-2024,06:13,CNR9851166906,Success,CUST45430,Prime Sedan,Location 4,Location 45,3.1,6.1,NAN,NAN,NAN,NAN,874.22,Cash,18.6,3.9,4.4
28-02-2024,15:45,CNR8487935770,Cancelled by Driver,CUST57473,Auto,Location 27,Location 4,NAN,NAN,NAN,More than permitted people in there,NAN,NAN,NAN,NAN,NAN,NAN,NAN
17-02-2024,07:38,CNR8186715029,Success,CUST89177,Mini,Location 7,Location 50,1.8,9,NAN,NAN,NAN,NAN,211.91,Cash,23.9,4.8,3.2
22-02-2024,18:04,CNR4616076492,Success,CUST69899,eBike,Location 1,Location 3,2.3,6.3,NAN,NAN,NAN,NAN,260.55,Cash,14.4,3.8,3.4
23-02-2024,20:42,CNR4111406209,Success,CUST91005,Auto,Location 43,Location 17,1.1,8.7,NAN,NAN,NAN,NAN,1191.61,Wallet,5.6,4.8,3.8
04-02-2024,02:11,CNR9034208126,Success,CUST44579,Prime SUV,Location 35,Location 27,4.4,1.5,NAN,NAN,NAN,NAN,158.14,Cash,24.9,4.5,4.9
20-02-2024,19:51,CNR9268440161,Success,CUST46270,Prime Sedan,Location 26,Location 49,4.6,4.5,NAN,NAN,NAN,NAN,346.35,Wallet,3.6,4.4,4
05-02-2024,17:15,CNR4501028668,Success,CUST84353,Auto,Location 17,Location 47,8.2,1.3,NAN,NAN,NAN,NAN,299.76,Cash,8.5,3.1,4.5
19-02-2024,07:14,CNR3117850327,Cancelled by Customer,CUST60323,Prime Plus,Location 33,Location 1,NAN,NAN,Wrong Address,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
14-02-2024,03:52,CNR6727014293,Success,CUST37706,Prime Sedan,Location 5,Location 10,6.1,7.6,NAN,NAN,NAN,NAN,455.36,Card,11.6,3.5,4.8
19-02-2024,04:05,CNR8306253359,Success,CUST15197,Prime Plus,Location 3,Location 21,1.9,9.3,NAN,NAN,NAN,NAN,125.07,Wallet,19.3,4.9,4.5
05-02-2024,13:26,CNR7938699813,Success,CUST55658,Prime Sedan,Location 42,Location 1,2.3,14,NAN,NAN,NAN,NAN,487.83,Cash,9.7,3.2,3.9
04-02-2024,23:54,CNR9644830965,Success,CUST56372,Prime Sedan,Location 41,Location 38,1.3,7.6,NAN,NAN,NAN,NAN,384.69,UPI,13.5,4.7,4.4
01-02-2024,11:55,CNR1431001959,Cancelled by Driver,CUST71377,Mini,Location 23,Location 29,NAN,NAN,NAN,More than permitted people in there,NAN,NAN,NAN,NAN,NAN,NAN,NAN
17-02-2024,23:49,CNR4601069601,Success,CUST63908,Prime SUV,Location 38,Location 17,1.8,5.5,NAN,NAN,NAN,NAN,758.26,Wallet,15.5,4.4,4.7
04-02-2024,06:21,CNR4272263797,Incomplete,CUST44533,Mini,Location 48,Location 36,NAN,NAN,NAN,NAN,Yes,Customer Demand,NAN,NAN,NAN,NAN,NAN
17-02-2024,14:52,CNR5503310265,Success,CUST75571,Prime SUV,Location 28,Location 3,8,9.5,NAN,NAN,NAN,NAN,208.87,Wallet,22.2,4,4.7
03-02-2024,22:27,CNR6167942480,Incomplete,CUST61372,Auto,Location 10,Location 30,NAN,NAN,NAN,NAN,Yes,Vehicle Breakdown,NAN,NAN,NAN,NAN,NAN
11-02-2024,17:22,CNR1319599117,Cancelled by Customer,CUST40507,Bike,Location 34,Location 6,NAN,NAN,AC is not working,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
11-02-2024,11:21,CNR5673106789,Success,CUST24912,eBike,Location 29,Location 7,2.3,9.5,NAN,NAN,NAN,NAN,62.94,UPI,4.8,3.3,4.1
23-02-2024,18:32,CNR6173487791,Cancelled by Driver,CUST41324,Mini,Location 40,Location 32,NAN,NAN,NAN,Customer related issue,NAN,NAN,NAN,NAN,NAN,NAN,NAN
22-02-2024,09:23,CNR8502396856,Cancelled by Driver,CUST70583,Mini,Location 2,Location 46,NAN,NAN,NAN,The customer was coughing/sick,NAN,NAN,NAN,NAN,NAN,NAN,NAN
02-02-2024,11:14,CNR3035729397,Cancelled by Driver,CUST67996,Auto,Location 21,Location 17,NAN,NAN,NAN,Personal & Car related issues,NAN,NAN,NAN,NAN,NAN,NAN,NAN
21-02-2024,00:04,CNR7421474127,Success,CUST41704,Auto,Location 27,Location 25,6.2,7.3,NAN,NAN,NAN,NAN,487.17,UPI,16.9,3.3,4.3
22-02-2024,08:08,CNR4078974107,Success,CUST31337,Prime SUV,Location 24,Location 8,2.5,7,NAN,NAN,NAN,NAN,389.42,UPI,9.7,3.9,4.3
06-02-2024,02:29,CNR1778883829,Success,CUST61684,Mini,Location 28,Location 50,4.8,13.5,NAN,NAN,NAN,NAN,161.85,Cash,2.2,4,3
21-02-2024,07:00,CNR2903938277,Success,CUST99586,Prime Plus,Location 45,Location 35,3.9,11.1,NAN,NAN,NAN,NAN,350.91,Cash,1.7,3.9,3
19-02-2024,11:24,CNR4130310558,Success,CUST82734,Prime Plus,Location 27,Location 36,6.5,4.6,NAN,NAN,NAN,NAN,293.07,Card,13.4,3.9,4.5
12-02-2024,21:17,CNR1760966739,Success,CUST50851,eBike,Location 28,Location 23,5.1,3,NAN,NAN,NAN,NAN,657.86,UPI,16.7,4.7,3.8
07-02-2024,07:06,CNR9449063993,Cancelled by Customer,CUST63559,eBike,Location 36,Location 31,NAN,NAN,Driver is not moving towards pickup location,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
24-02-2024,17:55,CNR7247573748,Cancelled by Driver,CUST51471,Prime SUV,Location 2,Location 9,NAN,NAN,NAN,More than permitted people in there,NAN,NAN,NAN,NAN,NAN,NAN,NAN
26-02-2024,21:08,CNR4222324229,Success,CUST28274,Auto,Location 4,Location 10,6.9,2.1,NAN,NAN,NAN,NAN,179.91,Cash,15.3,3.6,3.9
03-02-2024,21:48,CNR3820498966,Cancelled by Customer,CUST60439,Prime Sedan,Location 11,Location 18,NAN,NAN,Change of plans,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
08-02-2024,23:38,CNR7138225956,Cancelled by Driver,CUST29068,Mini,Location 24,Location 47,NAN,NAN,NAN,More than permitted people in there,NAN,NAN,NAN,NAN,NAN,NAN,NAN
10-02-2024,01:17,CNR4924152170,Cancelled by Driver,CUST38810,Prime SUV,Location 1,Location 14,NAN,NAN,NAN,The customer was coughing/sick,NAN,NAN,NAN,NAN,NAN,NAN,NAN
18-02-2024,01:15,CNR5147527146,Success,CUST19996,Mini,Location 35,Location 39,8.9,3.4,NAN,NAN,NAN,NAN,476.99,UPI,15.5,3.2,3.4
16-02-2024,21:02,CNR1260739603,Success,CUST25502,Auto,Location 15,Location 23,1.2,12.8,NAN,NAN,NAN,NAN,222.6,Wallet,4.1,3.7,4.3
17-02-2024,04:01,CNR1646868347,Cancelled by Driver,CUST79655,Auto,Location 24,Location 1,NAN,NAN,NAN,Customer related issue,NAN,NAN,NAN,NAN,NAN,NAN,NAN
23-02-2024,15:12,CNR9468468692,Success,CUST54276,eBike,Location 11,Location 14,1.3,11.1,NAN,NAN,NAN,NAN,526.16,UPI,2.2,3.2,3.7
17-02-2024,12:07,CNR3999313498,Success,CUST86593,Auto,Location 28,Location 14,9,1.4,NAN,NAN,NAN,NAN,274.95,Cash,6,4.1,4.1
21-02-2024,11:30,CNR3664080076,Cancelled by Driver,CUST51786,Prime SUV,Location 23,Location 1,NAN,NAN,NAN,The customer was coughing/sick,NAN,NAN,NAN,NAN,NAN,NAN,NAN
05-02-2024,23:46,CNR9636819810,Success,CUST83011,Prime Plus,Location 26,Location 31,6.7,13.2,NAN,NAN,NAN,NAN,161.16,Card,4.1,3.9,3.3
15-02-2024,16:48,CNR1735662641,Success,CUST96598,Bike,Location 28,Location 4,5.1,12.7,NAN,NAN,NAN,NAN,407.19,Cash,1.7,4.4,3.5
15-02-2024,15:38,CNR2725227180,Success,CUST48255,Prime SUV,Location 14,Location 50,8.2,9.3,NAN,NAN,NAN,NAN,2702.11,Wallet,6.4,3.8,3.4
13-02-2024,13:25,CNR8457137190,Incomplete,CUST10418,eBike,Location 39,Location 10,NAN,NAN,NAN,NAN,Yes,Customer Demand,NAN,NAN,NAN,NAN,NAN
26-02-2024,02:51,CNR6836499021,Success,CUST34849,Auto,Location 43,Location 23,1.7,12.7,NAN,NAN,NAN,NAN,343.29,Wallet,11.6,3.3,3.5
01-02-2024,22:20,CNR7377698689,Success,CUST97899,eBike,Location 47,Location 45,9.1,10.5,NAN,NAN,NAN,NAN,57.78,Cash,10.8,3.5,4.7
27-02-2024,07:53,CNR5511765421,Cancelled by Driver,CUST92208,Prime SUV,Location 41,Location 1,NAN,NAN,NAN,More than permitted people in there,NAN,NAN,NAN,NAN,NAN,NAN,NAN
14-02-2024,13:05,CNR9191372702,Cancelled by Customer,CUST19330,Bike,Location 3,Location 38,NAN,NAN,AC is not working,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
09-02-2024,18:17,CNR4282159651,Success,CUST94800,Bike,Location 34,Location 4,7.5,6.4,NAN,NAN,NAN,NAN,72.94,Cash,6,4.9,4.1
22-02-2024,01:03,CNR9820814024,Success,CUST97745,Mini,Location 31,Location 17,3.9,14.8,NAN,NAN,NAN,NAN,245.08,Card,11.4,3.7,3.5
12-02-2024,00:33,CNR2620778577,Incomplete,CUST35759,eBike,Location 47,Location 49,NAN,NAN,NAN,NAN,Yes,Other Issue,NAN,NAN,NAN,NAN,NAN
16-02-2024,05:26,CNR5690617281,Cancelled by Driver,CUST47228,Bike,Location 8,Location 36,NAN,NAN,NAN,Personal & Car related issues,NAN,NAN,NAN,NAN,NAN,NAN,NAN
16-02-2024,19:00,CNR6504062599,Success,CUST47240,Prime Plus,Location 40,Location 38,2.7,7.7,NAN,NAN,NAN,NAN,325.81,Cash,19.6,4.5,3.5
01-02-2024,04:16,CNR3879696698,Success,CUST43431,Prime SUV,Location 48,Location 44,6.8,10,NAN,NAN,NAN,NAN,533.27,Wallet,11.8,3.8,3.7
02-02-2024,01:09,CNR4768595370,Incomplete,CUST82079,Bike,Location 13,Location 37,NAN,NAN,NAN,NAN,Yes,Other Issue,NAN,NAN,NAN,NAN,NAN
12-02-2024,21:55,CNR5756768730,Success,CUST64587,Auto,Location 45,Location 37,5.5,5,NAN,NAN,NAN,NAN,406.49,Cash,2,4.9,4.4
06-02-2024,08:00,CNR2274518719,Success,CUST70403,Prime SUV,Location 44,Location 41,7.7,12.7,NAN,NAN,NAN,NAN,425.33,Card,23.2,3.3,3.8
05-02-2024,16:59,CNR2281472750,Success,CUST57623,Auto,Location 42,Location 37,3.9,4.2,NAN,NAN,NAN,NAN,873.49,Wallet,8.7,5,3.3
12-02-2024,00:27,CNR1058641130,Success,CUST46039,Prime Sedan,Location 36,Location 22,3.8,7.2,NAN,NAN,NAN,NAN,187.09,Wallet,2.1,3.6,3.3
06-02-2024,01:49,CNR2915400263,Success,CUST11433,Mini,Location 37,Location 30,8.4,13.5,NAN,NAN,NAN,NAN,55.49,UPI,4.2,3.9,3.2
14-02-2024,15:30,CNR2608251803,Success,CUST52369,Prime SUV,Location 4,Location 2,1.3,9.6,NAN,NAN,NAN,NAN,439.94,Cash,21.9,4.1,4.4
02-02-2024,09:54,CNR3541153002,Cancelled by Driver,CUST78878,Prime Plus,Location 4,Location 42,NAN,NAN,NAN,The customer was coughing/sick,NAN,NAN,NAN,NAN,NAN,NAN,NAN
17-02-2024,07:36,CNR8530417792,Success,CUST92748,eBike,Location 3,Location 19,2.6,13.6,NAN,NAN,NAN,NAN,336.11,Cash,13.9,4.8,4.9
25-02-2024,18:14,CNR8947681760,Success,CUST55417,Bike,Location 3,Location 25,7.5,9.8,NAN,NAN,NAN,NAN,421.84,Cash,24.3,4,4.4
15-02-2024,16:01,CNR4407988866,Success,CUST52758,Mini,Location 40,Location 10,1,15,NAN,NAN,NAN,NAN,52.88,Card,22.7,4.6,4.9
20-02-2024,18:12,CNR4046187118,Success,CUST67558,Auto,Location 30,Location 12,5.9,1.9,NAN,NAN,NAN,NAN,1175.85,Cash,21.6,4.2,3.5
24-02-2024,02:53,CNR5996152266,Success,CUST34455,Mini,Location 11,Location 15,3.9,14.1,NAN,NAN,NAN,NAN,98.52,Card,19.5,4.6,4.9
21-02-2024,00:48,CNR5214973216,Success,CUST80165,Auto,Location 1,Location 6,8,11.1,NAN,NAN,NAN,NAN,826.94,Card,6.4,3.5,4.8
17-02-2024,21:31,CNR9919421057,Success,CUST93022,Mini,Location 4,Location 6,2,14.7,NAN,NAN,NAN,NAN,116.56,UPI,4.1,3.7,3.9
20-02-2024,11:42,CNR4000784540,Success,CUST78923,eBike,Location 17,Location 29,4,5.5,NAN,NAN,NAN,NAN,189.29,Card,10.9,4.5,3.4
18-02-2024,18:27,CNR2992136650,Cancelled by Driver,CUST56506,eBike,Location 41,Location 6,NAN,NAN,NAN,More than permitted people in there,NAN,NAN,NAN,NAN,NAN,NAN,NAN
15-02-2024,13:40,CNR4163204665,Cancelled by Customer,CUST30288,Prime SUV,Location 50,Location 4,NAN,NAN,AC is not working,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
22-02-2024,21:58,CNR8167171986,Success,CUST11917,Bike,Location 13,Location 33,8.1,8,NAN,NAN,NAN,NAN,1705.05,UPI,3.8,3.8,3.5
21-02-2024,08:09,CNR9975379520,Success,CUST69541,eBike,Location 11,Location 43,5.6,8.4,NAN,NAN,NAN,NAN,208.4,Cash,18.8,3.8,3.2
12-02-2024,03:31,CNR8831368408,Cancelled by Driver,CUST38459,eBike,Location 16,Location 30,NAN,NAN,NAN,More than permitted people in there,NAN,NAN,NAN,NAN,NAN,NAN,NAN
14-02-2024,18:29,CNR6119814580,Success,CUST88843,Prime SUV,Location 9,Location 46,2.9,9,NAN,NAN,NAN,NAN,210.99,Card,23.4,4,3.7
03-02-2024,00:38,CNR8123313494,Success,CUST80688,Prime Plus,Location 13,Location 12,7.1,6,NAN,NAN,NAN,NAN,214.46,Wallet,10.5,4.4,4.8
28-02-2024,06:22,CNR6653374098,Cancelled by Driver,CUST36742,Prime Plus,Location 40,Location 11,NAN,NAN,NAN,The customer was coughing/sick,NAN,NAN,NAN,NAN,NAN,NAN,NAN
17-02-2024,03:43,CNR4640959345,Success,CUST57264,eBike,Location 42,Location 49,5.1,4.9,NAN,NAN,NAN,NAN,222.4,Card,21.9,4,4.2
21-02-2024,07:58,CNR8799713795,Success,CUST32407,Auto,Location 46,Location 5,2.9,11.7,NAN,NAN,NAN,NAN,91.55,Wallet,11.7,4,4.4
08-02-2024,03:01,CNR2356961984,Success,CUST64787,Prime Plus,Location 43,Location 16,8.8,6.3,NAN,NAN,NAN,NAN,460.73,Wallet,15.8,3.9,3.4
03-02-2024,12:31,CNR7538712280,Success,CUST93599,Prime Plus,Location 30,Location 26,4.4,6.8,NAN,NAN,NAN,NAN,444.04,Wallet,9,4.6,4.9
24-02-2024,12:37,CNR6072170374,Cancelled by Driver,CUST57572,Prime SUV,Location 11,Location 28,NAN,NAN,NAN,The customer was coughing/sick,NAN,NAN,NAN,NAN,NAN,NAN,NAN
26-02-2024,04:29,CNR1724869958,Success,CUST11319,Bike,Location 50,Location 7,7.1,11.3,NAN,NAN,NAN,NAN,754.86,Cash,8.3,4,4.8
11-02-2024,04:20,CNR7783817977,Cancelled by Driver,CUST80899,Auto,Location 9,Location 31,NAN,NAN,NAN,More than permitted people in there,NAN,NAN,NAN,NAN,NAN,NAN,NAN
12-02-2024,12:12,CNR7631646513,Success,CUST72381,Prime Plus,Location 27,Location 14,5.4,11.5,NAN,NAN,NAN,NAN,2444.09,UPI,8.9,4.9,3.9
26-02-2024,14:43,CNR7648658674,Success,CUST38284,Prime Plus,Location 12,Location 14,6.9,11.9,NAN,NAN,NAN,NAN,442.87,UPI,3.4,4.2,4.4
27-02-2024,08:36,CNR7314926779,Success,CUST33665,Prime SUV,Location 23,Location 42,7.2,6.5,NAN,NAN,NAN,NAN,388.29,Cash,1.5,4.3,3
03-02-2024,16:42,CNR8341758709,Cancelled by Driver,CUST48973,Prime SUV,Location 39,Location 34,NAN,NAN,NAN,More than permitted people in there,NAN,NAN,NAN,NAN,NAN,NAN,NAN
11-02-2024,16:36,CNR5283654399,Success,CUST14113,Mini,Location 12,Location 28,3.3,11.8,NAN,NAN,NAN,NAN,469.65,Card,24.6,4.8,3.8
28-02-2024,05:03,CNR3596948528,Success,CUST40366,Prime Plus,Location 10,Location 25,5.7,5.5,NAN,NAN,NAN,NAN,188.27,Cash,19.9,3.6,4.6
20-02-2024,19:19,CNR3205221902,Success,CUST41090,Bike,Location 46,Location 9,2,6.8,NAN,NAN,NAN,NAN,91.11,Wallet,14.3,3.3,3.5
23-02-2024,18:51,CNR4777726707,Success,CUST66707,Prime Plus,Location 31,Location 32,2.2,5.9,NAN,NAN,NAN,NAN,198.45,UPI,21.7,3.1,4.2
16-02-2024,22:58,CNR7733654302,Incomplete,CUST24259,Prime Sedan,Location 18,Location 10,NAN,NAN,NAN,NAN,Yes,Other Issue,NAN,NAN,NAN,NAN,NAN
06-02-2024,23:25,CNR5985095303,Incomplete,CUST35035,Prime Plus,Location 38,Location 15,NAN,NAN,NAN,NAN,Yes,Vehicle Breakdown,NAN,NAN,NAN,NAN,NAN
25-02-2024,15:07,CNR2010617674,Success,CUST57973,Mini,Location 37,Location 8,3.8,2.7,NAN,NAN,NAN,NAN,260.97,Wallet,4.2,3.7,4.2
01-02-2024,08:00,CNR1108025288,Success,CUST71170,eBike,Location 45,Location 43,9.9,10.6,NAN,NAN,NAN,NAN,370.97,UPI,20.7,3.5,3.3
09-02-2024,03:51,CNR9493143916,Success,CUST31163,Bike,Location 18,Location 37,1.1,11.7,NAN,NAN,NAN,NAN,425.03,Wallet,8.2,4.6,4.6
26-02-2024,14:50,CNR1600138345,Success,CUST19319,eBike,Location 33,Location 28,7.1,10.8,NAN,NAN,NAN,NAN,323.34,UPI,17.4,5,4.4
06-02-2024,19:07,CNR7315940581,Cancelled by Driver,CUST95973,Prime SUV,Location 13,Location 30,NAN,NAN,NAN,More than permitted people in there,NAN,NAN,NAN,NAN,NAN,NAN,NAN
24-02-2024,06:50,CNR5103772835,Success,CUST32382,Prime Plus,Location 23,Location 25,4.2,10.6,NAN,NAN,NAN,NAN,884.74,UPI,15.5,3.7,4
08-02-2024,15:55,CNR5616479258,Success,CUST62753,Bike,Location 35,Location 7,3.7,5.6,NAN,NAN,NAN,NAN,170.61,Cash,18.4,3.6,4.9
24-02-2024,05:38,CNR8238461743,Success,CUST50912,Mini,Location 47,Location 24,9.5,13.3,NAN,NAN,NAN,NAN,414.3,Cash,23.5,4,3.8
14-02-2024,03:51,CNR7998600496,Cancelled by Driver,CUST24903,eBike,Location 29,Location 14,NAN,NAN,NAN,Personal & Car related issues,NAN,NAN,NAN,NAN,NAN,NAN,NAN
01-02-2024,12:59,CNR3265839456,Success,CUST91248,Prime Sedan,Location 5,Location 20,3.1,1.6,NAN,NAN,NAN,NAN,2838.06,Wallet,12.9,3.8,3.8
20-02-2024,13:35,CNR2893225608,Success,CUST25603,Auto,Location 30,Location 17,2.8,11.9,NAN,NAN,NAN,NAN,413.73,Wallet,1.1,4.6,3.6
03-02-2024,15:58,CNR2336227761,Success,CUST62728,Mini,Location 20,Location 3,3.1,6,NAN,NAN,NAN,NAN,403.02,UPI,19.2,3.2,4.8
14-02-2024,12:08,CNR4786401301,Success,CUST38446,Auto,Location 39,Location 32,2.4,10.3,NAN,NAN,NAN,NAN,662.28,UPI,3.4,5,3.3
24-02-2024,17:24,CNR9054274453,Success,CUST41287,eBike,Location 15,Location 8,2.7,1.2,NAN,NAN,NAN,NAN,1946.68,Card,23.7,4.7,3.1
20-02-2024,10:10,CNR1917492464,Success,CUST10731,Mini,Location 36,Location 27,4,10.7,NAN,NAN,NAN,NAN,406.47,Card,9.5,4.1,4.2
21-02-2024,18:54,CNR5409371917,Success,CUST96414,Prime Sedan,Location 34,Location 29,3.4,5.3,NAN,NAN,NAN,NAN,331.69,Card,12,3.1,4.7
02-02-2024,12:02,CNR5398976762,Success,CUST71257,Auto,Location 12,Location 6,2.6,6.8,NAN,NAN,NAN,NAN,1693.45,Wallet,13.8,3.2,3.1
15-02-2024,23:02,CNR3262840628,Success,CUST94685,Mini,Location 2,Location 13,9.4,8,NAN,NAN,NAN,NAN,606.07,Card,21,3.3,3.5
21-02-2024,18:28,CNR3743253794,Cancelled by Driver,CUST30320,Prime SUV,Location 22,Location 45,NAN,NAN,NAN,More than permitted people in there,NAN,NAN,NAN,NAN,NAN,NAN,NAN
01-02-2024,19:19,CNR2117645326,Cancelled by Driver,CUST65059,Auto,Location 44,Location 5,NAN,NAN,NAN,Customer related issue,NAN,NAN,NAN,NAN,NAN,NAN,NAN
01-02-2024,01:35,CNR4071725834,Success,CUST30244,Prime Plus,Location 3,Location 13,9.7,13.2,NAN,NAN,NAN,NAN,2282.2,Wallet,5.2,3.5,4.4
15-02-2024,10:27,CNR7615727474,Success,CUST35096,Prime SUV,Location 32,Location 47,3,3.3,NAN,NAN,NAN,NAN,420.37,Cash,19.4,3.2,3.5
19-02-2024,17:13,CNR8091331240,Cancelled by Driver,CUST73321,eBike,Location 27,Location 32,NAN,NAN,NAN,The customer was coughing/sick,NAN,NAN,NAN,NAN,NAN,NAN,NAN
16-02-2024,09:16,CNR3304699157,Success,CUST67665,Mini,Location 14,Location 37,3,1,NAN,NAN,NAN,NAN,326.23,Card,11.2,3.4,3.5
11-02-2024,13:05,CNR8426798013,Success,CUST63188,Prime Sedan,Location 24,Location 38,9.1,1.5,NAN,NAN,NAN,NAN,485.35,Card,4.9,3.6,3.1
05-02-2024,02:45,CNR8544654099,Success,CUST94705,Prime SUV,Location 32,Location 2,7.5,8.8,NAN,NAN,NAN,NAN,2802.59,Wallet,13.6,3.1,3.6
27-02-2024,03:27,CNR4059310643,Success,CUST61964,Prime Plus,Location 9,Location 37,3.5,8.9,NAN,NAN,NAN,NAN,325.06,Card,9.7,4.6,3.1
